OTU,THxT1x1Bac,THxT1x2Bac,THxT1x3Bac,THxT21x1Bac,THxT21x2Bac,THxT21x3Bac,THxT3x1Bac,THxT3x2Bac,THxT3x3Bac,THxT7x1Bac,THxT7x2Bac,THxT7x3Bac,sum,Domain,Confidence_domain,Phylum,Confidence_phylum,Class,Confidence_class,Order,Confidence_order,Family,Confidence_family,Genus,Confidence_genus
OTU_135,3,52,2,0,1,0,2,1,0,4,6,0,3747,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,1,Comamonadaceae,1,Malikia,0.37
OTU_136,0,0,0,0,0,1,0,0,0,0,0,0,3731,Bacteria,1,Bacteroidetes,1,Bacteroidetes_incertae_sedis,0.9,Marinifilum,0.9,Marinifilum,0.9,Marinifilum,0.9
OTU_137,3,21,8,1,12,11,4,4,4,19,5,10,3730,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Roseovarius,0.97
OTU_138,18,54,1,11,14,20,11,16,47,35,53,20,3542,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sphingomonadales,1,Erythrobacteraceae,0.97,Altererythrobacter,0.95
OTU_139,6,35,1,0,3,0,43,153,120,61,20,43,3486,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.94,Oceanospirillaceae,0.94,Oleispira,0.94
OTU_140,144,510,50,0,0,0,76,19,84,38,4,13,3477,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.99,Oceanospirillaceae,0.99,Marinomonas,0.99
OTU_141,0,0,0,1,0,0,1,0,1,522,295,717,3472,Bacteria,1,Proteobacteria,0.95,Alphaproteobacteria,0.79,Rickettsiales,0.31,Rickettsiaceae,0.31,Orientia,0.31
OTU_142,0,0,0,0,0,0,0,0,0,0,0,0,3414,Bacteria,1,Bacteroidetes,1,Bacteroidetes_incertae_sedis,0.88,Marinifilum,0.88,Marinifilum,0.88,Marinifilum,0.88
OTU_143,0,0,0,24,28,7,3,8,6,177,96,185,3410,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.78,Flavobacteriales,0.78,Cryomorphaceae,0.29,Owenweeksia,0.21
OTU_144,24,121,10,0,2,3,9,6,7,6,5,1,3405,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Pseudomonadaceae,1,Pseudomonas,1
OTU_145,10,41,0,2,3,8,2,4,17,4,8,10,3400,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Pseudorhodobacter,1
OTU_146,46,105,9,0,0,3,53,24,126,150,13,183,3390,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Oceanospirillales,0.94,Oceanospirillaceae,0.92,Marinomonas,0.77
OTU_147,0,0,0,103,152,201,0,0,0,6,13,4,3153,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Arenibacter,0.99
OTU_148,59,347,35,0,2,1,10,3,7,8,7,3,3135,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Vibrionales,1,Vibrionaceae,1,Vibrio,0.96
OTU_149,83,917,48,0,0,0,32,22,102,5,0,2,3043,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Oceanospirillaceae,1,Oceaniserpentilla,0.46
OTU_150,171,767,67,0,2,1,32,13,58,11,2,11,2996,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Oceanospirillaceae,1,Marinomonas,1
OTU_151,0,0,0,0,0,0,0,1,0,0,0,0,2967,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Vibrionales,0.99,Vibrionaceae,0.99,Allomonas,0.41
OTU_152,6,12,0,2,0,1,14,232,486,4,8,1,2919,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Polaribacter,0.99
OTU_153,0,0,0,5,17,12,0,0,0,4,1,38,2903,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sneathiellales,1,Sneathiellaceae,1,Sneathiella,1
OTU_154,0,0,0,5,4,64,8,3,24,101,48,89,2852,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,0.98
OTU_155,18,172,9,0,0,0,7,19,13,0,0,0,2705,Bacteria,1,Proteobacteria,0.97,Gammaproteobacteria,0.96,Gammaproteobacteria_incertae_sedis,0.42,Eionea,0.12,Eionea,0.12
OTU_156,269,875,54,0,2,0,37,20,14,5,6,4,2694,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.99,Oceanospirillaceae,0.99,Marinomonas,0.99
OTU_157,44,266,1,10,26,25,28,8,59,34,43,12,2670,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.67,Alteromonadales_incertae_sedis,0.63,Maricurvus,0.42
OTU_158,0,0,0,55,8,11,0,0,0,1,19,9,2665,Bacteria,1,Proteobacteria,0.98,Gammaproteobacteria,0.98,Oceanospirillales,0.98,Alcanivoracaceae,0.98,Alcanivorax,0.98
OTU_159,0,0,0,269,857,93,0,0,0,15,3,1,2634,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.67,Oceanospirillaceae,0.5,Oceanospirillum,0.24
OTU_160,7,86,8,0,1,2,28,22,35,6,9,21,2599,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Celeribacter,0.98
OTU_161,1,11,0,0,0,3,0,0,0,0,0,0,2587,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Pseudomonadales,0.99,Pseudomonadaceae,0.99,Pseudomonas,0.49
OTU_162,13,175,1,23,84,17,22,39,34,21,10,19,2557,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.62,Porticoccus,0.61,Porticoccus,0.61
OTU_163,10,35,4,1,9,8,4,19,28,39,20,38,2553,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.99,Colwelliaceae,0.96,Thalassomonas,0.6
OTU_164,18,74,4,0,0,0,0,0,1,1,0,2,2542,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,SAR11,1,SAR11,1,Candidatus Pelagibacter,1
OTU_165,2,29,10,0,0,1,13,3,113,10,1,4,2515,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Oceanospirillaceae,1,Neptunomonas,1
OTU_166,0,0,0,0,4,7,20,33,158,30,146,26,2484,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.99,Flavobacteriales,0.99,Flavobacteriaceae,0.99,Flavobacterium,0.8
OTU_167,0,0,0,2,2,3,0,0,0,2,1,0,2475,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Lutibacter,1
OTU_168,14,67,3,3,8,34,4,0,13,31,5,8,2463,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Pseudomonadaceae,1,Pseudomonas,1
OTU_169,82,941,18,0,0,0,10,14,9,0,0,1,2459,Bacteria,1,Proteobacteria,1,Epsilonproteobacteria,1,Campylobacterales,0.89,Campylobacteraceae,0.88,Arcobacter,0.88
OTU_170,47,543,27,8,14,7,4,5,10,9,6,18,2457,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Chromatiales,0.96,Ectothiorhodospiraceae,0.87,Thioalkalivibrio,0.37
OTU_171,1,6,0,4,2,23,5,1,4,14,8,11,2441,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.91,Oceanospirillaceae,0.91,Neptunomonas,0.9
OTU_172,1,10,0,15,31,115,5,3,20,16,18,20,2433,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Mariniflexile,0.35
OTU_173,0,0,0,0,0,0,0,0,2,0,1,0,2410,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,1
OTU_174,8,15,0,0,0,0,0,0,2,0,3,1,2385,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Vibrionales,1,Vibrionaceae,1,Photobacterium,0.97
OTU_175,19,246,5,0,0,1,10,0,7,7,4,8,2379,Bacteria,1,Proteobacteria,1,Epsilonproteobacteria,1,Campylobacterales,1,Campylobacteraceae,1,Arcobacter,1
OTU_176,14,45,0,2,2,30,4,2,4,10,8,13,2371,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Loktanella,0.93
OTU_177,0,0,0,0,1,11,0,0,0,3,0,0,2371,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Lutibacter,1
OTU_178,0,0,0,2,8,3,0,0,3,3,6,1,2282,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,1
OTU_179,91,136,13,2,6,4,10,27,23,4,19,2,2267,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Colwelliaceae,1,Colwellia,0.93
OTU_180,20,81,4,0,2,0,4,2,11,6,1,0,2264,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Pseudomonadaceae,1,Pseudomonas,1
OTU_181,12,37,2,0,0,0,2,0,3,6,1,3,2249,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Vibrionales,0.47,Vibrionaceae,0.47,Lucibacterium,0.15
OTU_182,22,272,27,0,0,0,11,22,16,0,0,1,2181,Bacteria,1,Proteobacteria,1,Betaproteobacteria,0.99,Methylophilales,0.82,Methylophilaceae,0.82,Methylotenera,0.81
OTU_183,0,0,0,0,0,0,0,0,0,0,0,0,2178,Bacteria,1,Firmicutes,0.91,Clostridia,0.87,Clostridiales,0.85,Clostridiaceae 3,0.32,Clostridiisalibacter,0.31
OTU_184,0,0,0,0,0,44,0,1,0,0,1,1,2173,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhizobiales,1,Methylocystaceae,1,Terasakiella,1
OTU_185,1,29,0,30,41,58,2,3,4,15,6,9,2156,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sphingomonadales,1,Sphingomonadaceae,1,Sphingorhabdus,0.59
OTU_186,0,7,3,0,1,1,2,1,2,49,4,3,2108,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Pseudomonadaceae,1,Pseudomonas,0.91
OTU_187,0,0,0,0,1,0,1,0,0,1,2,0,2098,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.97,Pseudomonadaceae,0.97,Pseudomonas,0.85
OTU_188,2,11,0,6,1,7,1,2,0,78,10,3,2087,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Tropicibacter,0.7
OTU_189,0,0,0,0,1,0,0,1,8,3,5,2,2072,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Olleya,0.85
OTU_190,0,0,0,1,1,0,0,0,0,0,0,0,1993,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Desulfovibrionales,1,Desulfovibrionaceae,1,Desulfovibrio,1
OTU_191,41,282,25,1,2,7,13,5,2,8,8,5,1960,Bacteria,1,Cyanobacteria/Chloroplast,1,Chloroplast,1,Chloroplast,1,Chloroplast,1,Bacillariophyta,1
OTU_192,0,13,0,61,606,11,0,1,2,58,15,14,1945,Bacteria,1,Proteobacteria,0.94,Gammaproteobacteria,0.94,Pseudomonadales,0.33,Pseudomonadaceae,0.32,Thiopseudomonas,0.12
OTU_193,10,110,4,104,21,155,29,14,58,253,93,23,1943,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.59,Oceanospirillaceae,0.57,Litoribacillus,0.18
OTU_194,21,142,4,0,3,0,82,96,124,38,10,10,1940,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.94,Oceanospirillaceae,0.94,Amphritea,0.87
OTU_195,2,32,0,0,2,1,0,0,2,1,2,0,1937,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.95,Alcanivoracaceae,0.94,Alcanivorax,0.94
OTU_196,6,140,0,1,3,6,1,8,18,21,9,11,1911,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.29,Simiduia,0.27,Simiduia,0.27
OTU_197,27,89,4,1,6,18,170,32,197,51,52,6,1894,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Moritellaceae,0.92,Moritella,0.92
OTU_198,36,506,34,0,0,4,13,9,77,0,2,0,1884,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Moraxellaceae,1,Acinetobacter,1
OTU_199,37,151,3,0,0,0,5,3,26,3,3,0,1869,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.98,Pseudoalteromonadaceae,0.97,Pseudoalteromonas,0.95
OTU_200,14,56,16,11,29,15,2,9,4,9,11,7,1836,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.4,Alteromonadaceae,0.4,Haliea,0.35
OTU_201,53,602,12,0,0,1,18,19,31,9,4,5,1815,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,0.28,Aeromonadaceae,0.28,Zobellella,0.28
OTU_202,0,22,2,1,0,33,2,2,2,17,15,10,1812,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Roseovarius,0.19
OTU_203,0,0,0,0,0,0,0,0,2,0,1,0,1810,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,0.94
OTU_204,16,71,0,0,4,4,4,2,5,16,4,12,1809,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Loktanella,0.97
OTU_205,14,44,2,1,8,13,1,2,5,5,21,2,1796,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Cyclobacteriaceae,1,Algoriphagus,1
OTU_206,17,264,9,2,1,8,7,5,0,19,4,39,1769,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Citreicella,0.7
OTU_207,0,2,0,0,0,8,2,1,1,5,7,5,1760,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Pseudomonadales,0.95,Pseudomonadaceae,0.95,Serpens,0.36
OTU_208,0,33,0,3,36,25,0,0,2,7,2,7,1756,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.52,Porticoccus,0.45,Porticoccus,0.45
OTU_209,1,9,0,1,1,9,0,0,2,6,6,3,1745,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Maribacter,1
OTU_210,0,0,0,1,2,74,0,1,3,7,3,3,1744,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Winogradskyella,0.99
OTU_211,0,3,0,1,12,0,1,0,0,4,2,6,1714,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Alteromonadaceae,1,Marinobacter,1
OTU_212,76,492,20,1,2,3,33,8,51,3,7,3,1696,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Moritellaceae,1,Moritella,1
OTU_213,6,46,0,0,0,0,0,0,0,1,0,0,1682,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Aeromonadaceae,1,Oceanisphaera,1
OTU_214,0,0,0,0,0,0,0,0,0,0,0,0,1625,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Gammaproteobacteria_incertae_sedis,0.3,Litorivivens,0.12,Litorivivens,0.12
OTU_215,109,344,36,1,1,6,34,11,40,12,3,15,1607,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Oceanospirillaceae,1,Marinomonas,1
OTU_216,18,91,0,0,0,0,1,17,12,0,1,5,1590,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.97,Pseudoalteromonadaceae,0.89,Pseudoalteromonas,0.83
OTU_217,15,17,13,6,1,2,2,13,23,41,15,15,1587,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Colwelliaceae,1,Thalassotalea,1
OTU_218,24,37,4,2,8,12,11,7,30,23,25,31,1575,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.99,Alteromonadaceae,0.99,Paraglaciecola,0.78
OTU_219,3,7,0,1,4,11,2,5,3,1,6,7,1569,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Ulvibacter,0.34
OTU_220,2,26,0,6,22,42,3,3,5,18,20,15,1548,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Ulvibacter,0.79
OTU_221,0,0,0,0,5,12,0,0,1,3,4,3,1548,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Caulobacterales,0.98,Hyphomonadaceae,0.98,Henriciella,0.64
OTU_222,0,0,0,0,0,0,0,0,0,3,1,0,1531,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhizobiales,1,Methylocystaceae,1,Terasakiella,1
OTU_223,0,1,0,0,0,0,0,2,0,0,15,0,1492,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Oceanospirillales,0.37,Oceanospirillaceae,0.33,Oceanobacter,0.09
OTU_224,43,374,19,0,0,0,6,0,9,2,1,1,1455,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Moraxellaceae,1,Psychrobacter,0.99
OTU_225,1,0,0,7,19,20,0,2,11,9,19,7,1446,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Algibacter,0.35
OTU_226,2,18,3,2,0,1,0,1,1,5,7,8,1441,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Puniceibacterium,1
OTU_227,4,0,0,0,0,0,4,1,5,1,2,16,1433,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.99,Shewanellaceae,0.99,Shewanella,0.99
OTU_228,0,0,0,0,0,0,0,0,0,0,0,0,1432,Bacteria,1,Firmicutes,0.86,Clostridia,0.84,Clostridiales,0.83,Clostridiaceae 4,0.13,Anaerosolibacter,0.1
OTU_229,0,40,0,8,27,58,6,11,19,37,43,32,1430,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Ulvibacter,0.6
OTU_230,1,1,0,0,1,0,47,44,55,18,8,35,1430,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.62,Oceanospirillaceae,0.62,Oleispira,0.51
OTU_231,5,153,7,0,0,0,7,4,16,0,1,0,1419,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Moritellaceae,1,Moritella,1
OTU_232,1,0,0,0,0,12,2,2,0,0,11,0,1414,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.7,Oceanospirillaceae,0.67,Thalassolituus,0.53
OTU_233,88,1,0,1,1,0,0,0,0,15,4,2,1403,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.87,Colwelliaceae,0.73,Thalassotalea,0.66
OTU_234,5,18,0,2,5,25,11,12,18,16,13,10,1393,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.99,Colwelliaceae,0.91,Colwellia,0.91
OTU_235,14,67,5,1,32,3,0,16,15,96,25,25,1385,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Gammaproteobacteria_incertae_sedis,0.18,Litorivivens,0.11,Litorivivens,0.11
OTU_236,0,20,0,0,0,0,19,68,32,17,14,14,1370,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.92,Oceanospirillaceae,0.92,Oleispira,0.85
OTU_237,2,35,0,0,0,0,0,0,17,0,0,1,1362,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Moraxellaceae,1,Acinetobacter,0.99
OTU_238,17,32,1,0,0,1,3,0,7,2,1,2,1351,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Pacificibacter,0.64
OTU_239,0,0,0,2,0,1,1,0,1,82,79,111,1351,Bacteria,1,Cyanobacteria/Chloroplast,0.85,Chloroplast,0.8,Chloroplast,0.8,Chloroplast,0.8,Bangiophyceae,0.39
OTU_240,0,0,0,0,0,96,0,0,0,0,0,0,1335,Bacteria,0.98,Fusobacteria,0.14,Fusobacteriia,0.14,Fusobacteriales,0.14,Fusobacteriaceae,0.12,Psychrilyobacter,0.12
OTU_241,0,8,0,17,23,30,0,0,5,15,16,9,1331,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sphingomonadales,1,Erythrobacteraceae,0.93,Altererythrobacter,0.69
OTU_242,0,0,0,9,1,1,1,0,2,1,8,3,1331,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhizobiales,1,Methylocystaceae,1,Terasakiella,1
OTU_243,0,0,0,0,0,0,0,0,0,0,0,0,1329,Bacteria,1,Proteobacteria,0.97,Gammaproteobacteria,0.92,Gammaproteobacteria_incertae_sedis,0.28,Cocleimonas,0.17,Cocleimonas,0.17
OTU_244,0,0,0,1,2,7,0,0,0,18,0,4,1324,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Pseudoruegeria,0.3
OTU_245,22,119,17,12,16,15,3,4,4,11,10,12,1303,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Chromatiales,0.99,Thioalkalispiraceae,0.36,Thioprofundum,0.35
OTU_246,0,1,0,0,0,1,0,0,1,1,0,3,1289,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sphingomonadales,1,Sphingomonadaceae,1,Sphingobium,1
OTU_247,5,80,8,0,0,0,2,10,0,3,0,0,1263,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Cellulophaga,0.64
OTU_248,25,110,18,0,0,0,2,5,3,2,3,1,1250,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Actinomycetales,1,Microbacteriaceae,0.78,Agrococcus,0.48
OTU_249,26,258,15,0,0,0,9,14,21,13,4,11,1245,Bacteria,1,Proteobacteria,1,Epsilonproteobacteria,1,Campylobacterales,0.99,Campylobacteraceae,0.99,Arcobacter,0.99
OTU_250,0,0,0,2,0,4,0,0,0,0,5,4,1229,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.72,Alcanivoracaceae,0.68,Alcanivorax,0.68
OTU_251,2,3,0,1,0,5,2,3,1,2,0,3,1212,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.99,Pseudomonadaceae,0.99,Pseudomonas,0.85
OTU_252,9,88,4,2,7,7,2,5,6,2,11,4,1198,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.95,Halioglobus,0.92,Halioglobus,0.92
OTU_253,0,0,0,5,76,44,0,0,0,33,3,4,1190,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Albimonas,1
OTU_254,0,0,0,0,0,0,0,1,0,0,0,0,1189,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Alteromonadaceae,1,Marinobacter,1
OTU_255,46,281,18,1,4,1,8,8,34,5,9,3,1184,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Moritellaceae,1,Moritella,1
OTU_256,33,267,6,3,1,8,1,2,2,1,2,5,1181,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Chromatiales,0.88,Ectothiorhodospiraceae,0.76,Thiohalomonas,0.66
OTU_257,14,135,11,0,0,2,7,6,12,0,0,3,1175,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodospirillales,0.99,Rhodospirillaceae,0.99,Thalassobaculum,0.99
OTU_258,0,0,0,1,0,19,0,0,0,0,9,4,1171,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.75,Alcanivoracaceae,0.75,Alcanivorax,0.74
OTU_259,21,21,2,0,0,0,7,18,38,1,13,13,1164,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.84,Colwelliaceae,0.73,Thalassotalea,0.52
OTU_260,24,65,12,0,0,1,4,2,2,4,0,0,1152,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Pseudomonadaceae,1,Pseudomonas,0.96
OTU_261,0,0,0,1,3,4,1,3,1,5,23,18,1139,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.86,Colwelliaceae,0.44,Colwellia,0.41
OTU_262,3,27,0,1,1,1,1,3,5,1,1,6,1137,Bacteria,1,Proteobacteria,1,Epsilonproteobacteria,1,Campylobacterales,1,Campylobacteraceae,0.8,Arcobacter,0.78
OTU_263,18,174,9,16,31,37,2,3,2,4,3,3,1135,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.68,Congregibacter,0.36,Congregibacter,0.36
OTU_264,1,0,0,2,2,0,0,0,0,12,0,0,1128,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Thalassobius,0.44
OTU_265,31,274,13,0,0,0,4,9,5,2,0,0,1127,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,1,Burkholderiaceae,0.98,Polynucleobacter,0.98
OTU_266,0,0,0,13,1,6,0,0,0,0,4,4,1119,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.99,Oceanospirillales,0.99,Alcanivoracaceae,0.99,Alcanivorax,0.99
OTU_267,10,15,6,3,8,5,11,20,47,10,26,13,1103,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Winogradskyella,0.83
OTU_268,15,23,1,0,0,0,1,0,0,0,0,0,1098,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Planktomarina,0.97
OTU_269,12,29,2,4,11,7,3,1,4,7,5,3,1096,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.87,Halioglobus,0.68,Halioglobus,0.68
OTU_270,2,12,0,1,5,22,1,2,2,6,6,6,1093,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Ulvibacter,1
OTU_271,6,29,1,5,12,40,0,2,10,10,12,3,1088,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Algibacter,0.57
